ring_number,tunnel,hostname,new_node_hostname,loopback0_IP,loopback1_IP,east_nei_hostname,east_nei_loopback0_IP,interface_number_east_nei,interface_ip_east_nei,west_nei_hostname,west_nei_loopback0_IP,interface_number_west_nei,interface_ip_west_nei,primary_tunnel_east_nei,primary_tunnel_west_nei,backup_tunnel_east_nei,backup_tunnel_west_nei,east_tunnel_dest_ip,west_tunnel_dest_ip,isis_access_process_number,net_id,bgp_nei1,bgp_nei2,xr1_loopback0_IP,xr2_loopback0_IP,xr_west,xr_west_hostname,xr_west_tunnel_1_number,xr_west_tunnel_2_number,xr_west_nei_interface,xr_west_nei_ip,xr_west_link_label,ASR903_east,ASR903_east_hostname,XE_east_nei_tunnel_1_number,XE_east_nei_tunnel_2_number,XE_east_nei_interface_1_number,XE_east_nei_interface_1_ip,XE_east_link_label,xr_east,hostname_xr_east,xr_east_tunnel_1_number,xr_east_tunnel_2_number,xr_east_nei_interface,xr_east_interface_ip,xr_east_link_label,ASR903_west,hostname_ASR903_west,XE_west_nei_tunnel_1_number,XE_west_nei_tunnel_2_number,XE_west_nei_interface_1_number,XE_west_nei_interface_1_ip,XE_west_link_label
R162,1,CHN_ANG_932_1AC_M_CASR920R162,CHN_ANG_932_1AC,100.64.15.254,100.64.15.255,CHN_ANG_901_2AG,10.229.30.190,0/0/15,10.229.8.74,CHN_KLR_903_1AC,10.230.1.33,0/0/12,100.96.4.184,55101,55102,65101,65102,10.230.2.11,10.230.1.33,504,49.6504.1000.6401.5254.00,10.230.2.11,10.230.1.11,10.229.30.208,10.229.30.190,,,,,,,,,,,,,,,1,CHN_ANG_901_2AG_CASR9KTR008,,,0/2/0/4,10.229.8.73,CHN_ANG_901_2AG_CASR9KTR008-TenGigE0/2/0/4-CHN_ANG_932_1AC_M_CASR920R162-10-Gig 0/0/15,1,CHN_KLR_903_1AC_M_CASR903R162,55101,65101,0/0/0,100.96.4.185,CHN_ANG_932_1AC_M_CASR920R162-10-Gig 0/0/12-CHN_KLR_903_1AC_M_CASR903R162-Te0/0/0
